GEOID,max_intensity,population,Total_Num_Building,risk_level,BHI_factor_low,shelter_seeking_low
06067005201,0.02,4645,250.0,low,0.0,0.0215
06067007701,0.02,7420,1636.0,low,0.0,0.0176
06067007430,0.02,8078,1772.0,low,0.0,0.0001
06067007431,0.02,3613,968.0,low,0.0,0.006
06067004906,0.02,3279,975.0,low,0.0,0.1504
06067007432,0.02,5236,1134.0,low,0.0,0.0001
06067007501,0.02,7168,1375.0,low,0.0,0.0006
06067007503,0.02,5605,1014.0,low,0.0,0.0236
06067007504,0.02,2256,859.0,low,0.0,0.0068
06067007602,0.02,5108,1412.0,low,0.0,0.0113
06067007702,0.02,4855,1427.0,low,0.0,0.0102
06067005102,0.02,4632,1626.0,low,0.0001,0.3584
06067007801,0.02,5807,1928.0,low,0.0,0.0001
06067007802,0.02,4951,1660.0,low,0.0,0.0171
06067007903,0.02,4869,1736.0,low,0.0,0.0001
06067007906,0.02,3832,1240.0,low,0.0,0.0002
06067008117,0.02,2168,780.0,low,0.0,0.0
06067008130,0.02,4014,1386.0,low,0.0,0.003
06067008131,0.02,5796,1666.0,low,0.0,0.0075
06067008133,0.02,2794,578.0,low,0.0,0.0016
06067005702,0.02,4887,2128.0,low,0.0,0.0092
06085513000,0.02,14272,458.0,low,0.0,0.1011
06067007429,0.02,5186,771.0,low,0.0,0.0122
06067007428,0.02,3756,1029.0,low,0.0,0.0
06067007427,0.02,7278,1506.0,low,0.0,0.0146
06067007426,0.02,2444,471.0,low,0.0,0.005
06067005101,0.02,4879,1386.0,low,0.0,0.1218
06067007105,0.02,7408,2121.0,low,0.0,0.0123
06067007106,0.02,7378,2098.0,low,0.0,0.0125
06067007107,0.02,4076,1138.0,low,0.0,0.0067
06067007202,0.02,4282,2590.0,low,0.0,0.0352
06067005002,0.02,7436,1889.0,low,0.0,0.3237
06067007204,0.02,5509,1987.0,low,0.0,0.0111
06067007206,0.02,4067,2069.0,low,0.0,0.022
06067007207,0.02,4330,1974.0,low,0.0,0.0139
06067007208,0.02,4819,2143.0,low,0.0,0.0817
06067007209,0.02,3881,1497.0,low,0.0,0.0081
06067007301,0.02,5251,1772.0,low,0.0,0.0141
06067007402,0.02,6992,2195.0,low,0.0,0.0124
06067007403,0.02,4969,1588.0,low,0.0,0.0088
06067007413,0.02,7556,1745.0,low,0.0001,0.5306
06067007414,0.02,4409,1059.0,low,0.0,0.0186
06067007415,0.02,3445,908.0,low,0.0,0.0001
06067007416,0.02,4175,966.0,low,0.0,0.1266
06067007417,0.02,3685,900.0,low,0.0,0.0386
06067007422,0.02,2849,466.0,low,0.0,0.0001
06067007423,0.02,5803,591.0,low,0.0,0.0185
06067007424,0.02,4087,931.0,low,0.0,0.0171
06081601800,0.02,6366,2058.0,low,0.0,0.013
06081601605,0.02,6157,1608.0,low,0.0,0.0109
06081601604,0.02,2431,135.0,low,0.0,0.0068
06081601603,0.02,5923,1366.0,low,0.0,0.0115
06081601601,0.02,2884,1084.0,low,0.0001,0.2653
06081601502,0.02,5479,362.0,low,0.0,0.015
06081601501,0.02,5194,1248.0,low,0.0,0.0095
06081601400,0.02,7129,1373.0,low,0.0,0.0147
06081601200,0.02,6746,1476.0,low,0.0,0.016
06081601100,0.02,5917,1791.0,low,0.0,0.0101
06081601000,0.02,6826,2031.0,low,0.0,0.0116
06081600900,0.02,4039,1431.0,low,0.0,0.0071
06081600800,0.02,7648,409.0,low,0.0,0.0269
06081600600,0.02,5464,373.0,low,0.0,0.0154
06081600402,0.02,4772,229.0,low,0.0,0.0094
06081600401,0.02,3263,279.0,low,0.0,0.0057
06081600300,0.02,4057,1106.0,low,0.0,0.0069
06081600200,0.02,4368,477.0,low,0.0,0.0095
06077004600,0.02,6099,3914.0,low,0.0,0.0045
06085509102,0.02,5094,743.0,low,0.0,0.0036
06085509108,0.02,4654,901.0,low,0.0,0.0002
06081601700,0.02,4313,1353.0,low,0.0,0.0077
06081601901,0.02,4117,994.0,low,0.0,0.0075
06081601902,0.02,5841,897.0,low,0.0,0.283
06081607000,0.02,3582,822.0,low,0.0,0.0068
06081606900,0.02,2446,869.0,low,0.0,0.0123
06081606800,0.02,3344,1056.0,low,0.0,0.0072
06081606700,0.02,2617,936.0,low,0.0,0.0102
06081606600,0.02,3740,1196.0,low,0.0,0.0234
06081606500,0.02,3713,1359.0,low,0.0,0.0103
06081606400,0.02,5261,743.0,low,0.0,0.0156
06081605700,0.02,5563,2210.0,low,0.0,0.011
06081603802,0.02,5267,1561.0,low,0.0,0.0095
06081603801,0.02,2291,50.0,low,0.0,0.0054
06081603700,0.02,5667,1839.0,low,0.0,0.0112
06081603400,0.02,5561,1692.0,low,0.0,0.0104
06081603300,0.02,6568,2324.0,low,0.0,0.0123
06081603200,0.02,3966,1488.0,low,0.0,0.0081
06081603100,0.02,3306,1254.0,low,0.0,0.0059
06081603000,0.02,4597,1471.0,low,0.0,0.0693
06081602900,0.02,3958,1122.0,low,0.0,0.0087
06081602800,0.02,4639,1262.0,low,0.0,0.0082
06081602700,0.02,6080,1531.0,low,0.0,0.0124
06081602500,0.02,5156,1342.0,low,0.0,0.0094
06081602400,0.02,6924,2043.0,low,0.0,0.0141
06081602100,0.02,3710,627.0,low,0.0,0.0093
06077004305,0.02,5898,1346.0,low,0.0,0.0001
06085509109,0.02,5663,909.0,low,0.0,0.0002
06081607200,0.02,4971,669.0,low,0.0,0.0157
06077003214,0.02,3221,1031.0,low,0.0,0.0001
06077003210,0.02,3025,900.0,low,0.0,0.0
06077003209,0.02,3964,1277.0,low,0.0,0.0003
06077003205,0.02,4016,1268.0,low,0.0,0.0001
06085510600,0.02,6286,1801.0,low,0.0,0.0609
06085510700,0.02,5487,1182.0,low,0.0,0.0159
06085510801,0.02,5999,1628.0,low,0.0,0.0119
06085510802,0.02,1971,656.0,low,0.0,0.0093
06085510803,0.02,2781,814.0,low,0.0,0.0053
06085510900,0.02,5404,1778.0,low,0.0,0.0105
06085511000,0.02,6939,1871.0,low,0.0,0.015
06085511100,0.02,5513,2147.0,low,0.0,0.0099
06085511200,0.02,4706,2016.0,low,0.0,0.0088
06085511301,0.02,3860,998.0,low,0.0,0.0114
06085511302,0.02,4118,823.0,low,0.0,0.023
06085511400,0.02,3649,1549.0,low,0.0,0.0072
06085511608,0.02,3705,238.0,low,0.0,0.0158
06085511609,0.02,3481,173.0,low,0.0,0.0168
06085511701,0.02,4285,2033.0,low,0.0,0.0001
06085511704,0.02,4702,2364.0,low,0.0,0.0003
06085511705,0.02,1716,688.0,low,0.0,0.0001
06085511707,0.02,2959,1451.0,low,0.0,0.0006
06077001000,0.02,5632,1980.0,low,0.0,0.0001
06077003213,0.02,5007,1175.0,low,0.0,0.0001
06077003215,0.02,4074,1001.0,low,0.0,0.0001
06077004204,0.02,2986,1082.0,low,0.0,0.0001
06077003216,0.02,3046,839.0,low,0.0,0.0
06077004203,0.02,4009,1060.0,low,0.0,0.0001
06077004202,0.02,1707,527.0,low,0.0,0.0
06077004106,0.02,1969,1324.0,low,0.0,0.0007
06077004105,0.02,4973,1454.0,low,0.0,0.0858
06077004104,0.02,4123,1186.0,low,0.0,0.0148
06077004001,0.02,2484,1417.0,low,0.0,0.0879
06077003900,0.02,1494,1537.0,low,0.0,0.001
06085509201,0.02,5324,1118.0,low,0.0,0.1273
06085509202,0.02,4655,1080.0,low,0.0,0.0004
06085509302,0.02,3122,984.0,low,0.0,0.0061
06085509303,0.02,3536,551.0,low,0.0,0.0001
06085509304,0.02,3316,755.0,low,0.0,0.0128
06085509401,0.02,3754,420.0,low,0.0,0.0111
06085509403,0.02,5095,214.0,low,0.0,0.0003
06085509404,0.02,6651,588.0,low,0.0,0.0002
06085509500,0.02,5553,1089.0,low,0.0,0.0001
06085509600,0.02,3614,778.0,low,0.0,0.0001
06085509700,0.02,3230,926.0,low,0.0,0.0001
06077003311,0.02,3812,918.0,low,0.0,0.0001
06085510300,0.02,4621,1483.0,low,0.0,0.0001
06085510400,0.02,3631,1216.0,low,0.0,0.0001
06085510500,0.02,5371,1835.0,low,0.0,0.0001
06081607100,0.02,2967,1189.0,low,0.0,0.0054
06081607300,0.02,3642,1389.0,low,0.0,0.007
06085503210,0.02,4114,740.0,low,0.0,0.0001
06085503207,0.02,4115,734.0,low,0.0,0.0001
06085504507,0.02,5973,1439.0,low,0.0,0.0001
06085504601,0.02,1031,858.0,low,0.0,0.0017
06085504602,0.02,2056,1391.0,low,0.0,0.001
06085504700,0.02,661,399.0,low,0.0,0.0029
06085504802,0.02,5393,1631.0,low,0.0,0.0093
06085503111,0.02,4739,897.0,low,0.0,0.0001
06085505006,0.02,11912,1198.0,low,0.0,0.0008
06085505007,0.02,3760,1169.0,low,0.0,0.0138
06085505100,0.02,4616,817.0,low,0.0,0.0002
06085505202,0.02,7715,1899.0,low,0.0,0.0005
06081614000,0.02,6172,1637.0,low,0.0,0.0111
06081613900,0.02,5963,2024.0,low,0.0,0.0135
06081613800,0.02,4299,2199.0,low,0.0,0.0006
06081613600,0.02,6053,2053.0,low,0.0,0.0976
06081613502,0.02,6047,2019.0,low,0.0,0.0123
06081613501,0.02,4148,1246.0,low,0.0,0.0381
06081613400,0.02,3134,2262.0,low,0.0,0.0002
06085503208,0.02,3737,695.0,low,0.0,0.0003
06085503211,0.02,4731,976.0,low,0.0,0.0001
06081613200,0.02,6846,3373.0,low,0.0,0.0003
06085503212,0.02,4117,866.0,low,0.0,0.0001
06085504307,0.02,5722,1304.0,low,0.0,0.0001
06085504311,0.02,8308,1556.0,low,0.0,0.0001
06085504314,0.02,4745,1373.0,low,0.0,0.0001
06085504316,0.02,4902,1149.0,low,0.0,0.0001
06085504317,0.02,4312,1211.0,low,0.0,0.0006
06085504318,0.02,7427,2005.0,low,0.0,0.0228
06085504320,0.02,2866,849.0,low,0.0,0.0002
06085504321,0.02,5419,1291.0,low,0.0,0.0003
06085503402,0.02,4843,669.0,low,0.0,0.0001
06085504322,0.02,5505,614.0,low,0.0,0.0021
06085503337,0.02,3851,618.0,low,0.0,0.0042
06085504323,0.02,5738,1151.0,low,0.0,0.0001
06085504410,0.02,4282,945.0,low,0.0,0.0001
06085504413,0.02,1906,362.0,low,0.0,0.0
06085504414,0.02,5059,1409.0,low,0.0,0.0001
06085504505,0.02,11204,1105.0,low,0.0,0.0013
06085504506,0.02,6951,1236.0,low,0.0,0.0104
06085503306,0.02,4069,965.0,low,0.0,0.0035
06085503305,0.02,6333,1158.0,low,0.0,0.0015
06085503304,0.02,6537,833.0,low,0.0,0.0033
06085503218,0.02,4359,538.0,low,0.0,0.0001
06085503217,0.02,4406,386.0,low,0.0,0.0181
06085503213,0.02,4769,618.0,low,0.0,0.0078
06081613300,0.02,2759,1522.0,low,0.0,0.0
06081613000,0.02,3279,1079.0,low,0.0,0.0001
06081607400,0.02,4919,1068.0,low,0.0,0.0133
06081610202,0.02,5118,403.0,low,0.0,0.0335
06081610100,0.02,2489,638.0,low,0.0,0.0074
06081610000,0.02,4782,1465.0,low,0.0,0.0114
06081609900,0.02,3068,1352.0,low,0.0,0.0065
06081609800,0.02,4733,1851.0,low,0.0,0.0233
06081609700,0.02,4462,1808.0,low,0.0,0.0087
06081609603,0.02,5510,1917.0,low,0.0,0.011
06081609602,0.02,1818,609.0,low,0.0,0.0034
06081609601,0.02,3243,967.0,low,0.0,0.0185
06081609500,0.02,5161,1808.0,low,0.0,0.016
06081609400,0.02,3458,1239.0,low,0.0,0.0068
06081609300,0.02,3499,1215.0,low,0.0,0.0075
06081609202,0.02,4357,815.0,low,0.0,0.0132
06081609201,0.02,3902,1175.0,low,0.0,0.0101
06081609100,0.02,1647,1033.0,low,0.0,0.0249
06081609000,0.02,2808,928.0,low,0.0,0.0072
06081608900,0.02,7261,1135.0,low,0.0,0.0158
06081608800,0.02,6179,2267.0,low,0.0,0.0116
06081608700,0.02,7670,2205.0,low,0.0,0.0158
06081608600,0.02,4729,1059.0,low,0.0,0.0125
06081608502,0.02,2750,496.0,low,0.0,0.0075
06081608501,0.02,5013,1519.0,low,0.0,0.0112
06081608300,0.02,3474,833.0,low,0.0,0.0075
06081608023,0.02,2531,882.0,low,0.0,0.0047
06081608013,0.02,4188,885.0,low,0.0,0.0088
06081608001,0.02,3534,494.0,low,0.0,0.0085
06081610201,0.02,5501,801.0,low,0.0,0.0161
06081610203,0.02,3244,370.0,low,0.0,0.0138
06081612900,0.02,4728,1536.0,low,0.0,0.0089
06081610302,0.02,4796,869.0,low,0.0001,0.6555
06081612800,0.02,3354,1344.0,low,0.0,0.0059
06081612700,0.02,2291,946.0,low,0.0,0.0101
06081612600,0.02,4653,1222.0,low,0.0,0.0166
06081612500,0.02,4728,1113.0,low,0.0,0.0251
06081611800,0.02,4481,1025.0,low,0.0,0.0109
06081611700,0.02,6437,1489.0,low,0.0,0.0172
06081611600,0.02,2466,861.0,low,0.0,0.0047
06081611500,0.02,2735,1572.0,low,0.0,0.005
06081611400,0.02,4453,2837.0,low,0.0,0.0001
06081611300,0.02,4891,1817.0,low,0.0,0.0108
06081611200,0.02,3013,1111.0,low,0.0,0.0063
06081611100,0.02,6423,2238.0,low,0.0,0.0128
06081611000,0.02,5978,1548.0,low,0.0,0.0124
06081610800,0.02,4664,499.0,low,0.0,0.0146
06081610700,0.02,5200,1118.0,low,0.0,0.0124
06081610602,0.02,3403,1249.0,low,0.0,0.0076
06081610601,0.02,5797,950.0,low,0.0,0.0171
06081610500,0.02,4737,1074.0,low,0.0,0.1105
06081610400,0.02,5580,1180.0,low,0.0,0.0187
06081610304,0.02,4503,1206.0,low,0.0,0.0119
06081610303,0.02,8278,1757.0,low,0.0,0.0431
06075990100,0.02,0,0.0,low,,
06075980900,0.02,1248,462.0,low,0.0,0.0173
06075980600,0.02,1340,181.0,low,0.0,0.0207
06075015900,0.02,4630,80.0,low,0.0,0.0227
06075015801,0.02,3869,164.0,low,0.0,0.0171
06075015600,0.02,3274,118.0,low,0.0,0.012
06075015500,0.02,3899,71.0,low,0.0,0.0167
06075015300,0.02,2387,120.0,low,0.0,0.0081
06075015100,0.02,3104,35.0,low,0.0,0.0163
06075013500,0.02,2912,125.0,low,0.0,0.0121
06075013300,0.02,4344,265.0,low,0.0,0.0136
06075013200,0.02,4464,356.0,low,0.0,0.0117
06075013102,0.02,2938,135.0,low,0.0,0.0121
06075013101,0.02,4197,60.0,low,0.0,0.0182
06075012902,0.02,3667,85.0,low,0.0,0.015
06075012901,0.02,2853,58.0,low,0.0,0.0131
06075012700,0.02,3769,137.0,low,0.0,0.0306
06075012602,0.02,3058,151.0,low,0.0,0.0108
06075012601,0.02,2577,33.0,low,0.0,0.0089
06075012502,0.02,4482,8.0,low,0.0,0.0238
06075015802,0.02,3116,76.0,low,0.0,0.0125
06075016000,0.02,2969,38.0,low,0.0,0.0161
06075012301,0.02,3088,12.0,low,0.0,0.0153
06075020500,0.02,2663,182.0,low,0.0,0.0096
06075020402,0.02,4547,226.0,low,0.0,0.015
06075020401,0.02,3235,250.0,low,0.0,0.0094
06075020300,0.02,3624,85.0,low,0.0,0.0148
06075018000,0.02,4758,121.0,low,0.0,0.0332
06075017801,0.02,3567,33.0,low,0.0,0.0159
06075017700,0.02,2841,120.0,low,0.0,0.0169
06075017102,0.02,3798,125.0,low,0.0,0.0147
06075017101,0.02,3766,198.0,low,0.0,0.0133
06075017000,0.02,4088,326.0,low,0.0,0.0135
06075016900,0.02,3425,117.0,low,0.0,0.0168
06075016802,0.02,3928,94.0,low,0.0,0.0165
06075016801,0.02,4282,107.0,low,0.0,0.0145
06075016700,0.02,4835,182.0,low,0.0,0.0179
06075016500,0.02,5171,98.0,low,0.0,0.0218
06075016400,0.02,3920,85.0,low,0.0,0.019
06075016300,0.02,4296,158.0,low,0.0,0.0151
06075016200,0.02,3672,51.0,low,0.0,0.0169
06075012302,0.02,2875,18.0,low,0.0,0.0168
06075012202,0.02,2490,20.0,low,0.0,0.0163
06075980501,0.02,125,16.0,low,0.0,0.0003
06067009633,0.02,3573,899.0,low,0.0,0.006
06067003204,0.02,5553,1555.0,low,0.0,0.0538
06067009622,0.02,7565,1813.0,low,0.0,0.014
06067009618,0.02,4834,1472.0,low,0.0,0.0097
06067009617,0.02,3613,1138.0,low,0.0,0.0065
06067009616,0.02,6117,1765.0,low,0.0,0.0105
06067009614,0.02,7234,1770.0,low,0.0,0.0121
06067009612,0.02,5321,1239.0,low,0.0,0.0097
06067009611,0.02,3553,856.0,low,0.0,0.0066
06067009610,0.02,6864,1756.0,low,0.0,0.0121
06067009609,0.02,5308,1353.0,low,0.0,0.0089
06067009608,0.02,10056,1863.0,low,0.0,0.0437
06067009601,0.02,6954,1857.0,low,0.0,0.0828
06067009501,0.02,2784,1082.0,low,0.0,0.0011
06067009408,0.02,1767,818.0,low,0.0,0.0
06067009404,0.02,6603,4793.0,low,0.0,0.0038
06067009403,0.02,2077,1623.0,low,0.0,0.0009
06067009332,0.02,1609,755.0,low,0.0,0.0003
06067009331,0.02,7663,1536.0,low,0.0,0.0001
06067009330,0.02,4541,1400.0,low,0.0,0.0002
06067009329,0.02,2471,516.0,low,0.0,0.0
06067009328,0.02,6022,1260.0,low,0.0,0.0001
06067009326,0.02,5117,1855.0,low,0.0,0.0001
06067009632,0.02,7195,1474.0,low,0.0,0.011
06067009634,0.02,5150,1090.0,low,0.0,0.0105
06067009635,0.02,6077,1120.0,low,0.0,0.0106
06075012100,0.02,3455,24.0,low,0.0,0.0207
06075011902,0.02,2738,29.0,low,0.0,0.0141
06075011901,0.02,2275,15.0,low,0.0,0.0132
06075011800,0.02,1589,9.0,low,0.0,0.0092
06075011700,0.02,1905,82.0,low,0.0,0.0271
06075011300,0.02,3068,35.0,low,0.0,0.0461
06075011200,0.02,3441,71.0,low,0.0,0.0155
06075010800,0.02,4573,103.0,low,0.0,0.017
06075010600,0.02,3718,37.0,low,0.0,0.0193
06075010500,0.02,3234,114.0,low,0.0,0.0203
06075010300,0.02,4062,128.0,low,0.0,0.016
06001400200,0.02,2001,696.0,low,0.0,0.0048
06067009900,0.02,3730,2317.0,low,0.0,0.0019
06067009639,0.02,3897,617.0,low,0.0,0.0069
06067009637,0.02,6374,1236.0,low,0.0,0.0098
06075020900,0.02,4296,187.0,low,0.0,0.0147
06075035300,0.02,7360,229.0,low,0.0,0.0147
06075035201,0.02,5288,221.0,low,0.0,0.0108
06075033204,0.02,3839,103.0,low,0.0,0.0119
06075033203,0.02,4003,107.0,low,0.0,0.0119
06075033201,0.02,1729,136.0,low,0.0,0.0065
06075033100,0.02,4025,1178.0,low,0.0,0.0075
06075032902,0.02,3850,123.0,low,0.0,0.007
06075032901,0.02,5015,197.0,low,0.0,0.0098
06075032802,0.02,4097,127.0,low,0.0,0.0085
06075032801,0.02,4234,164.0,low,0.0,0.0102
06075032700,0.02,6472,359.0,low,0.0,0.0227
06075032602,0.02,4289,163.0,low,0.0,0.0207
06075032601,0.02,4412,119.0,low,0.0,0.0141
06075031302,0.02,5673,261.0,low,0.0,0.0118
06075031301,0.02,3786,243.0,low,0.0,0.007
06075031202,0.02,3051,207.0,low,0.0,0.0055
06075031201,0.02,6064,334.0,low,0.0,0.0133
06075031100,0.02,6305,506.0,low,0.0,0.0142
06075031000,0.02,4192,1098.0,low,0.0,0.0083
06075030900,0.02,6707,2482.0,low,0.0,0.0216
06075030800,0.02,5898,1347.0,low,0.0,0.0136
06075030700,0.02,6859,1100.0,low,0.0,0.0129
06075030600,0.02,2343,768.0,low,0.0,0.0067
06075035202,0.02,4353,204.0,low,0.0,0.0133
06075035400,0.02,6696,247.0,low,0.0,0.0154
06075021000,0.02,4213,274.0,low,0.0,0.0151
06075040100,0.02,4417,142.0,low,0.0,0.0189
06075980300,0.02,284,81.0,low,0.0,0.0009
06075980200,0.02,79,37.0,low,0.0,0.0
06075061200,0.02,4166,261.0,low,0.0,0.0107
06075061000,0.02,5044,400.0,low,0.0,0.0112
06075060502,0.02,3214,133.0,low,0.0,0.0073
06075060400,0.02,2325,191.0,low,0.0,0.0082
06075060100,0.02,3690,682.0,low,0.0,0.0316
06075047902,0.02,3691,237.0,low,0.0,0.0088
06075047802,0.02,3786,159.0,low,0.0,0.011
06075047801,0.02,4140,156.0,low,0.0,0.0125
06075047702,0.02,3823,103.0,low,0.0,0.011
06075047701,0.02,4435,97.0,low,0.0,0.0142
06075047600,0.02,5302,114.0,low,0.0,0.0194
06075045100,0.02,5048,123.0,low,0.0,0.0187
06075042800,0.02,2433,532.0,low,0.0,0.0055
06075042700,0.02,5496,102.0,low,0.0,0.0215
06075042602,0.02,3469,98.0,low,0.0,0.0129
06075042601,0.02,3917,68.0,low,0.0,0.0407
06075040200,0.02,5539,111.0,low,0.0,0.0213
06075030500,0.02,3220,951.0,low,0.0,0.0057
06075030400,0.02,5269,1172.0,low,0.0,0.0112
06075030302,0.02,3670,529.0,low,0.0,0.0073
06075030301,0.02,6076,392.0,low,0.0,0.016
06075025100,0.02,3364,325.0,low,0.0,0.0001
06075023400,0.02,4110,312.0,low,0.0,0.0109
06075023300,0.02,4369,205.0,low,0.0,0.0095
06075023200,0.02,4987,391.0,low,0.0,0.013
06075023103,0.02,4901,305.0,low,0.0,0.033
06075023102,0.02,3377,296.0,low,0.0,0.0177
06075023003,0.02,4143,242.0,low,0.0,0.009
06075023001,0.02,5412,259.0,low,0.0,0.0257
06075022903,0.02,3007,130.0,low,0.0,0.0074
06075022902,0.02,2283,109.0,low,0.0,0.007
06075022901,0.02,4275,204.0,low,0.0,0.0112
06075022803,0.02,4380,147.0,low,0.0,0.0123
06075022802,0.02,1975,81.0,low,0.0,0.0064
06075022801,0.02,4956,152.0,low,0.0,0.0185
06075022704,0.02,3734,215.0,low,0.0,0.0001
06075022702,0.02,2194,127.0,low,0.0,0.0079
06075022600,0.02,5001,234.0,low,0.0,0.0003
06075021800,0.02,4091,372.0,low,0.0,0.0103
06075021700,0.02,4222,588.0,low,0.0,0.0095
06075021600,0.02,4403,263.0,low,0.0,0.0107
06075021500,0.02,5237,282.0,low,0.0,0.0175
06075021400,0.02,3404,221.0,low,0.0,0.0119
06075021300,0.02,2652,171.0,low,0.0,0.0065
06075021200,0.02,3015,172.0,low,0.0,0.0103
06075021100,0.02,4111,310.0,low,0.0,0.0119
06075025200,0.02,5164,385.0,low,0.0,0.0001
06075025300,0.02,4412,249.0,low,0.0,0.0366
06075025401,0.02,3331,221.0,low,0.0,0.0085
06075030202,0.02,4507,84.0,low,0.0,0.0182
06075030201,0.02,3988,116.0,low,0.0,0.0129
06075030102,0.02,5500,739.0,low,0.0,0.0127
06075030101,0.02,4592,106.0,low,0.0,0.0164
06075026404,0.02,3100,79.0,low,0.0,0.0057
06075026403,0.02,4050,313.0,low,0.0,0.0095
06075026402,0.02,4174,318.0,low,0.0,0.0075
06075026401,0.02,3954,259.0,low,0.0,0.0079
06075026303,0.02,4632,398.0,low,0.0,0.0089
06075026302,0.02,4760,551.0,low,0.0,0.0095
06075026301,0.02,4761,217.0,low,0.0,0.01
06075026100,0.02,6890,294.0,low,0.0,0.0195
06075025402,0.02,2869,181.0,low,0.0,0.0062
06075026004,0.02,4162,163.0,low,0.0,0.0089
06075026003,0.02,4890,214.0,low,0.0,0.0098
06075026002,0.02,3282,174.0,low,0.0,0.0094
06075026001,0.02,5553,216.0,low,0.0,0.013
06075025900,0.02,4537,287.0,low,0.0,0.0077
06075025800,0.02,2030,145.0,low,0.0,0.004
06075025702,0.02,4551,305.0,low,0.0,0.011
06075025701,0.02,4716,405.0,low,0.0,0.009
06075025600,0.02,5482,288.0,low,0.0,0.0102
06075025403,0.02,4430,388.0,low,0.0,0.0102
06067003300,0.02,4256,2013.0,low,0.0,0.0111
06001400100,0.02,3038,1298.0,low,0.0,0.0058
06067003203,0.02,3149,743.0,low,0.0,0.0057
06113010800,0.02,3824,1351.0,low,0.0,0.0188
06001436601,0.02,6761,1361.0,low,0.0,0.0001
06001436200,0.02,4176,667.0,low,0.0,0.0009
06001436100,0.02,5745,1480.0,low,0.0,0.0011
06001436000,0.02,5049,1588.0,low,0.0,0.0001
06001435900,0.02,5431,1772.0,low,0.0,0.0001
06001435800,0.02,5735,1706.0,low,0.0,0.0153
06001435700,0.02,4904,1278.0,low,0.0,0.0087
06001435602,0.02,5709,1473.0,low,0.0,0.0003
06001435601,0.02,5454,1200.0,low,0.0,0.0001
06001435500,0.02,4104,1124.0,low,0.0,0.0003
06001435400,0.02,4940,995.0,low,0.0,0.0002
06001435300,0.02,5077,1247.0,low,0.0,0.0001
06001435200,0.02,4504,1504.0,low,0.0,0.0002
06001434000,0.02,5564,1202.0,low,0.0,0.0026
06001436602,0.02,5402,668.0,low,0.0,0.0001
06001436700,0.02,3689,806.0,low,0.0,0.015
06001436800,0.02,4341,748.0,low,0.0,0.0086
06113011204,0.02,5707,1587.0,low,0.0,0.0165
06113010902,0.02,6385,1471.0,low,0.0,0.0165
