GEOID,max_intensity,population,Total_Num_Building,risk_level,BHI_factor_low,shelter_seeking_low
06113011001,0.02,6744,1434.0,low,0.0,0.0189
06113011002,0.02,3244,1183.0,low,0.0,0.0058
06113011101,0.02,2922,1063.0,low,0.0,0.0143
06113011102,0.02,5123,1020.0,low,0.0,0.2106
06113011103,0.02,3271,845.0,low,0.0,0.0595
06113011203,0.02,2657,931.0,low,0.0,0.0047
06001436900,0.02,7099,1344.0,low,0.0,0.0001
06113011400,0.02,4052,2882.0,low,0.0,0.1253
06001437400,0.02,3508,991.0,low,0.0,0.0002
06001437300,0.02,3359,746.0,low,0.0,0.0001
06001437200,0.02,8696,2241.0,low,0.0,0.009
06001437101,0.02,7532,2942.0,low,0.0,0.002
06001437000,0.02,3726,974.0,low,0.0,0.0001
06001433900,0.02,6833,816.0,low,0.0,0.0028
06001433700,0.02,3515,886.0,low,0.0,0.0001
06001430101,0.02,6747,2169.0,low,0.0,0.0006
06001430800,0.02,6165,1985.0,low,0.0,0.0018
06001430700,0.02,4209,1550.0,low,0.0,0.0005
06001430600,0.02,6385,2169.0,low,0.0,0.0001
06001430500,0.02,6289,1685.0,low,0.0,0.0001
06001430300,0.02,3940,1520.0,low,0.0,0.0001
06001430200,0.02,7477,2753.0,low,0.0,0.0001
06001430102,0.02,2553,1222.0,low,0.0,0.0008
06001428700,0.02,4751,1278.0,low,0.0,0.0245
06001431000,0.02,3091,818.0,low,0.0,0.0025
06001428600,0.02,3398,618.0,low,0.0,0.0072
06001428500,0.02,3339,547.0,low,0.0,0.0081
06001428400,0.02,4645,787.0,low,0.0,0.0142
06001428302,0.02,7120,2429.0,low,0.0,0.012
06001428301,0.02,7044,1681.0,low,0.0,0.0139
06001428200,0.02,6644,1950.0,low,0.0,0.0138
06001428100,0.02,4880,1502.0,low,0.0,0.013
06001430900,0.02,5137,971.0,low,0.0,0.0292
06001431100,0.02,3537,769.0,low,0.0,0.0001
06001433600,0.02,6307,1604.0,low,0.0,0.0728
06001433000,0.02,4178,1526.0,low,0.0,0.0002
06001433500,0.02,4557,1440.0,low,0.0,0.0387
06001433400,0.02,6644,2029.0,low,0.0,0.2518
06001433300,0.02,7448,2296.0,low,0.0,0.0237
06001433200,0.02,7652,1758.0,low,0.0,0.0006
06001433104,0.02,4125,713.0,low,0.0,0.0029
06001433103,0.02,3682,647.0,low,0.0,0.0003
06001433102,0.02,4124,1260.0,low,0.0,0.0007
06001432700,0.02,2660,1048.0,low,0.0,0.0003
06001431200,0.02,6091,1552.0,low,0.0,0.0001
06001432502,0.02,4641,1213.0,low,0.0,0.0083
06001432501,0.02,5161,1379.0,low,0.0,0.0118
06001432400,0.02,6279,2259.0,low,0.0,0.0188
06001432300,0.02,4885,1599.0,low,0.0,0.0096
06001432200,0.02,4231,1314.0,low,0.0,0.0097
06001432100,0.02,4121,1552.0,low,0.0,0.0004
06113010901,0.02,5595,1407.0,low,0.0,0.0185
06113010704,0.02,2275,635.0,low,0.0,0.0048
06013302009,0.02,7817,1824.0,low,0.0,0.0001
06113010703,0.02,5438,809.0,low,0.0,0.022
06001450701,0.02,8271,3253.0,low,0.0,0.0005
06001450607,0.02,6054,1268.0,low,0.0,0.0296
06001450606,0.02,6026,1710.0,low,0.0,0.0103
06001450605,0.02,3937,1086.0,low,0.0,0.014
06001450604,0.02,4898,1379.0,low,0.0,0.0093
06001450603,0.02,4905,1595.0,low,0.0,0.0108
06001450601,0.02,3480,1523.0,low,0.0,0.0002
06001450502,0.02,5754,1634.0,low,0.0,0.0001
06001450501,0.02,3278,855.0,low,0.0,0.0001
06001450400,0.02,7675,1765.0,low,0.0,0.0183
06001450300,0.02,5548,1432.0,low,0.0,0.0139
06001450200,0.02,6456,778.0,low,0.0,0.0169
06001450102,0.02,8660,1259.0,low,0.0,0.0759
06001450101,0.02,6825,418.0,low,0.0,0.0359
06001444602,0.02,4777,975.0,low,0.0,0.0001
06067003202,0.02,5354,1574.0,low,0.0,0.1623
06001450741,0.02,5482,1327.0,low,0.0,0.0001
06001450743,0.02,8901,718.0,low,0.0,0.0348
06001450744,0.02,5987,1520.0,low,0.0,0.0113
06001983200,0.02,834,75.0,low,0.0,0.0036
06013302007,0.02,7412,1960.0,low,0.0,0.0005
06013302006,0.02,4032,1271.0,low,0.0,0.0001
06013302005,0.02,7134,1944.0,low,0.0,0.003
06013301000,0.02,5514,2349.0,low,0.0001,0.3138
06011000100,0.02,5389,3025.0,low,0.0,0.0028
06001990000,0.02,0,0.0,low,,
06001982000,0.02,206,80.0,low,0.0,0.0011
06001450745,0.02,6374,1449.0,low,0.0,0.0001
06001981900,0.02,49,109.0,low,0.0,0.0003
06001451300,0.02,6435,2373.0,low,0.0,0.0035
06001451202,0.02,5781,1562.0,low,0.0,0.0003
06001450752,0.02,9846,1189.0,low,0.0,0.0005
06001450751,0.02,12411,1788.0,low,0.0,0.0013
06001450750,0.02,6790,272.0,low,0.0,0.0001
06001450746,0.02,3238,894.0,low,0.0,0.0001
06101050900,0.02,1388,1264.0,low,0.0,0.001
06101051000,0.02,2237,1786.0,low,0.0,0.0005
06101051100,0.02,2456,1997.0,low,0.0,0.0019
06113010513,0.02,2964,474.0,low,0.0,0.0067
06113010508,0.02,2569,683.0,low,0.0,0.005
06113010509,0.02,3578,731.0,low,0.0,0.0142
06113010510,0.02,4908,1111.0,low,0.0,0.0099
06001441503,0.02,7763,2284.0,low,0.0,0.0004
06001441501,0.02,5913,1695.0,low,0.0,0.0001
06113010511,0.02,3333,679.0,low,0.0,0.0071
06113010512,0.02,3322,781.0,low,0.0,0.0072
06113010602,0.02,5597,1012.0,low,0.0,0.1094
06113010501,0.02,8696,861.0,low,0.0,0.0328
06113010605,0.02,3627,1009.0,low,0.0,0.0064
06001441100,0.02,4504,1530.0,low,0.0,0.002
06113010607,0.02,4395,1424.0,low,0.0,0.0081
06113010608,0.02,5675,1144.0,low,0.0,0.1173
06113010701,0.02,4779,1147.0,low,0.0,0.015
06001440332,0.02,3034,918.0,low,0.0,0.0
06113010505,0.02,5968,1969.0,low,0.0,0.0507
06113010402,0.02,4379,1583.0,low,0.0,0.0071
06001443104,0.02,5901,1458.0,low,0.0,0.0001
06001442100,0.02,5265,1457.0,low,0.0,0.0001
06001443002,0.02,6650,1771.0,low,0.0,0.0052
06001443001,0.02,2888,848.0,low,0.0,0.0
06113010102,0.02,1401,742.0,low,0.0,0.035
06001442302,0.02,6417,724.0,low,0.0,0.0001
06113010201,0.02,3985,1483.0,low,0.0,0.1554
06001442200,0.02,7454,2333.0,low,0.0,0.0003
06001442000,0.02,3236,1145.0,low,0.0,0.0
06113010401,0.02,4678,1893.0,low,0.0,0.0737
06113010203,0.02,5722,1851.0,low,0.0001,0.4163
06113010204,0.02,5186,1748.0,low,0.0,0.0678
06001441924,0.02,7619,1546.0,low,0.0,0.0001
06113010310,0.02,5956,1780.0,low,0.0,0.01
06113010312,0.02,5320,1799.0,low,0.0,0.0102
06001428000,0.02,2997,485.0,low,0.0,0.0114
06001427900,0.02,4744,1147.0,low,0.0,0.0138
06001427800,0.02,4827,1338.0,low,0.0,0.0134
06001427700,0.02,5016,1195.0,low,0.0,0.0117
06001405800,0.02,4320,908.0,low,0.0,0.0103
06001405700,0.02,3423,713.0,low,0.0,0.01
06001405600,0.02,3224,650.0,low,0.0,0.0079
06001405500,0.02,3844,666.0,low,0.0,0.0223
06001405402,0.02,3171,384.0,low,0.0,0.0084
06001405401,0.02,3875,459.0,low,0.0,0.0121
06001405302,0.02,2797,219.0,low,0.0,0.0124
06001405301,0.02,2991,268.0,low,0.0,0.0142
06001405200,0.02,4839,1028.0,low,0.0,0.0136
06001405100,0.02,4363,1642.0,low,0.0,0.0087
06001405000,0.02,3313,1078.0,low,0.0,0.0073
06001404900,0.02,4458,1485.0,low,0.0,0.0108
06001404800,0.02,2757,816.0,low,0.0,0.0064
06001404700,0.02,1982,845.0,low,0.0,0.0035
06001404600,0.02,4551,1863.0,low,0.0,0.0134
06001404502,0.02,6194,2360.0,low,0.0,0.013
06001404501,0.02,1771,664.0,low,0.0,0.0032
06001405901,0.02,4279,675.0,low,0.0,0.0129
06001405902,0.02,3181,616.0,low,0.0,0.0153
06001406000,0.02,5223,636.0,low,0.0,0.0439
06001406800,0.02,3569,1270.0,low,0.0,0.0001
06001407400,0.02,4412,783.0,low,0.0,0.0196
06001407300,0.02,3943,835.0,low,0.0,0.0152
06001407200,0.02,6823,1048.0,low,0.0,0.02
06001407102,0.02,4382,1157.0,low,0.0,0.0164
06001407101,0.02,3558,642.0,low,0.0,0.0362
06001407000,0.02,6079,1474.0,low,0.0,0.0171
06001406900,0.02,3839,1182.0,low,0.0,0.0002
06001406700,0.02,5567,2068.0,low,0.0,0.0001
06001406100,0.02,5887,871.0,low,0.0,0.0729
06001406602,0.02,2554,515.0,low,0.0,0.0064
06001406601,0.02,4834,1174.0,low,0.0,0.0183
06001406500,0.02,6196,1238.0,low,0.0,0.0148
06001406400,0.02,2211,560.0,low,0.0,0.0056
06001406300,0.02,3989,828.0,low,0.0,0.0091
06001406202,0.02,4769,504.0,low,0.0,0.0154
06001406201,0.02,5019,669.0,low,0.0,0.0151
06001404400,0.02,5621,1940.0,low,0.0,0.0105
06001404300,0.02,3416,1272.0,low,0.0,0.0071
06001404200,0.02,3641,1302.0,low,0.0,0.0067
06001401100,0.02,4966,938.0,low,0.0,0.0184
06001401800,0.02,1981,413.0,low,0.0,0.0067
06001401700,0.02,6121,841.0,low,0.0,0.0222
06001401600,0.02,2971,475.0,low,0.0,0.0127
06001401500,0.02,2661,594.0,low,0.0,0.0079
06001401400,0.02,5355,922.0,low,0.0,0.0188
06001401300,0.02,5887,366.0,low,0.0,0.0733
06001401200,0.02,2989,797.0,low,0.0,0.0083
06001401000,0.02,6097,1649.0,low,0.0,0.0277
06001402400,0.02,2459,418.0,low,0.0,0.0197
06001400900,0.02,2514,733.0,low,0.0,0.0075
06001400800,0.02,3917,989.0,low,0.0,0.0119
06001400700,0.02,4508,1327.0,low,0.0,0.0127
06001400600,0.02,1788,518.0,low,0.0,0.0047
06001400500,0.02,3644,1018.0,low,0.0,0.0098
06001400400,0.02,4112,1228.0,low,0.0,0.01
06001400300,0.02,5504,1629.0,low,0.0,0.0142
06001402200,0.02,3250,544.0,low,0.0,0.011
06001402500,0.02,2010,230.0,low,0.0,0.0241
06001404102,0.02,2516,270.0,low,0.0,0.0088
06001403502,0.02,2148,224.0,low,0.0,0.0082
06001404101,0.02,3139,765.0,low,0.0,0.0098
06001404000,0.02,3049,423.0,low,0.0,0.0203
06001403900,0.02,3943,565.0,low,0.0,0.0377
06001403800,0.02,3710,869.0,low,0.0,0.0129
06001403702,0.02,2149,149.0,low,0.0,0.0149
06001403701,0.02,2786,140.0,low,0.0,0.0151
06001403600,0.02,4717,348.0,low,0.0,0.0169
06001403501,0.02,5880,446.0,low,0.0,0.0261
06001402600,0.02,1226,114.0,low,0.0,0.0056
06001403100,0.02,1690,60.0,low,0.0,0.0107
06001403000,0.02,3007,60.0,low,0.0,0.0167
06001402900,0.02,1917,56.0,low,0.0,0.0122
06001402700,0.02,1827,346.0,low,0.0,0.0067
06001407500,0.02,4383,768.0,low,0.0,0.0504
06001407600,0.02,6390,1655.0,low,0.0,0.0146
06001407700,0.02,4465,1760.0,low,0.0,0.0135
06001423300,0.02,3738,1271.0,low,0.0,0.0097
06001423200,0.02,2886,690.0,low,0.0,0.0085
06001423100,0.02,4335,1233.0,low,0.0,0.0104
06001423000,0.02,4676,1211.0,low,0.0,0.0137
06001422800,0.02,11245,256.0,low,0.0,0.1565
06001422700,0.02,4868,306.0,low,0.0,0.0154
06001422500,0.02,5065,489.0,low,0.0,0.0166
06001423500,0.02,3474,733.0,low,0.0,0.0114
06001422400,0.02,4134,523.0,low,0.0,0.0162
06001422300,0.02,3811,904.0,low,0.0,0.0105
06001422200,0.02,3322,1034.0,low,0.0,0.0085
06001422100,0.02,2843,853.0,low,0.0,0.013
06001422000,0.02,4160,949.0,low,0.0,0.0263
06001421900,0.02,3901,1461.0,low,0.0,0.0091
06001421800,0.02,2110,792.0,low,0.0,0.0046
06001423400,0.02,5057,1279.0,low,0.0,0.0287
06001423601,0.02,2824,739.0,low,0.0,0.0082
06001421600,0.02,3836,1469.0,low,0.0,0.0082
06001425103,0.02,2926,379.0,low,0.0,0.0125
06001427600,0.02,4730,482.0,low,0.0,0.0123
06001427300,0.02,5719,1409.0,low,0.0,0.0173
06001427200,0.02,4363,1230.0,low,0.0,0.0139
06001427100,0.02,4063,1457.0,low,0.0,0.0099
06001426200,0.02,4915,1734.0,low,0.0,0.0093
06001426100,0.02,6364,2326.0,low,0.0,0.0118
06001425104,0.02,4374,529.0,low,0.0,0.018
06001425102,0.02,3752,51.0,low,0.0,0.0193
06001423602,0.02,5615,585.0,low,0.0,0.0188
06001425101,0.02,1853,22.0,low,0.0,0.0075
06001424002,0.02,2488,635.0,low,0.0,0.0062
06001424001,0.02,4146,773.0,low,0.0,0.0132
06001423902,0.02,1464,406.0,low,0.0,0.0249
06001423901,0.02,2031,542.0,low,0.0,0.0286
06001423800,0.02,3216,1188.0,low,0.0,0.0073
06001423700,0.02,4234,709.0,low,0.0,0.0339
06001421700,0.02,3386,781.0,low,0.0,0.0173
06001421500,0.02,3745,1566.0,low,0.0,0.0072
06001407800,0.02,2373,745.0,low,0.0,0.0
06001408700,0.02,7774,1958.0,low,0.0,0.0169
06001409400,0.02,5379,1227.0,low,0.0,0.0333
06001409300,0.02,5701,1386.0,low,0.0,0.0275
06001409200,0.02,3755,821.0,low,0.0,0.0067
06001409100,0.02,2472,674.0,low,0.0,0.0045
06001409000,0.02,4879,1611.0,low,0.0,0.0427
06001408900,0.02,3857,755.0,low,0.0,0.0106
06001408800,0.02,7257,1102.0,low,0.0,0.0158
06001408600,0.02,6167,1592.0,low,0.0,0.0131
06001409600,0.02,5777,1294.0,low,0.0,0.014
06001408500,0.02,5752,1392.0,low,0.0,0.0118
06001408400,0.02,3927,1029.0,low,0.0,0.0078
06001408300,0.02,4791,1755.0,low,0.0,0.0101
06001408200,0.02,4471,1269.0,low,0.0,0.01
06001408100,0.02,6712,2298.0,low,0.0,0.0001
06001408000,0.02,2630,981.0,low,0.0,0.0117
06001407900,0.02,3081,1119.0,low,0.0,0.0001
06001409500,0.02,4390,833.0,low,0.0,0.0107
06001409700,0.02,5523,1205.0,low,0.0,0.0286
06001421400,0.02,1679,638.0,low,0.0,0.0031
06001420200,0.02,3234,763.0,low,0.0,0.008
06001421300,0.02,3945,1625.0,low,0.0,0.0164
06001421200,0.02,3657,1504.0,low,0.0,0.0072
06001421100,0.02,2031,855.0,low,0.0,0.0036
06001420600,0.02,3399,1332.0,low,0.0,0.0196
06001420500,0.02,2431,783.0,low,0.0,0.0061
06001420100,0.02,2436,894.0,low,0.0,0.0049
06001409800,0.02,3220,1067.0,low,0.0,0.0064
06001410500,0.02,2553,308.0,low,0.0,0.0087
06001410400,0.02,4142,1136.0,low,0.0,0.021
06001410300,0.02,4036,835.0,low,0.0,0.0092
06001410200,0.02,3679,894.0,low,0.0,0.0143
06001410100,0.02,2925,891.0,low,0.0,0.0115
06001410000,0.02,3031,1333.0,low,0.0,0.0
06001409900,0.02,3546,1319.0,low,0.0,0.0073
06013371000,0.02,5995,2005.0,low,0.0,0.0135
06013343001,0.02,5059,1251.0,low,0.0,0.0116
06013343002,0.02,4640,1160.0,low,0.0,0.0101
06013343003,0.02,4045,1390.0,low,0.0,0.0081
06013345101,0.02,6264,1558.0,low,0.0,0.0128
06013345102,0.02,4226,1331.0,low,0.0,0.0082
06061022500,0.02,4689,1775.0,low,0.0,0.0033
06013345103,0.02,5270,1594.0,low,0.0,0.0103
06013345105,0.02,6484,1771.0,low,0.0,0.0128
06033001000,0.02,6102,3713.0,low,0.0,0.0081
06013372000,0.02,8009,2485.0,low,0.0,0.0152
06041109001,0.02,4467,925.0,low,0.0,0.0102
06013370000,0.02,2953,1154.0,low,0.0,0.0182
06041126200,0.02,4495,1325.0,low,0.0,0.012
06095253402,0.02,8381,2335.0,low,0.0,0.046
06095253403,0.02,5369,1746.0,low,0.0,0.0255
06095253404,0.02,5815,1606.0,low,0.0,0.0127
06045011800,0.02,2053,1805.0,low,0.0,0.0011
06097152905,0.02,4058,1156.0,low,0.0,0.1585
06041132100,0.02,2111,1805.0,low,0.0,0.0066
06041131100,0.02,1065,701.0,low,0.0,0.0026
06041130201,0.02,3444,1343.0,low,0.0,0.0092
06041129000,0.02,2641,264.0,low,0.0,0.007
06041128200,0.02,4876,1989.0,low,0.0,0.0096
06041128100,0.02,6970,2522.0,low,0.0,0.0141
06013341000,0.02,5374,1593.0,low,0.0,0.013
06013339001,0.02,3663,238.0,low,0.0,0.0247
06013338302,0.02,5981,2088.0,low,0.0,0.0129
06013338301,0.02,3063,1081.0,low,0.0,0.0061
06097154202,0.02,6306,2479.0,low,0.0,0.001
06097154201,0.02,4088,1553.0,low,0.0,0.0022
06097153705,0.02,3382,1797.0,low,0.0,0.0353
06013313203,0.02,3354,1014.0,low,0.0,0.0059
06013313204,0.02,5704,1475.0,low,0.0,0.0121
06013313205,0.02,1822,538.0,low,0.0,0.003
06013313206,0.02,6342,1377.0,low,0.0,0.0114
06013332000,0.02,7719,2310.0,low,0.0,0.0452
06033000702,0.02,4757,2014.0,low,0.0,0.0116
06033000801,0.02,2956,1154.0,low,0.0001,0.1681
06033000802,0.02,4671,1779.0,low,0.0,0.005
06013374000,0.02,4994,1519.0,low,0.0,0.0221
06013373000,0.02,4711,1134.0,low,0.0,0.093
06013333101,0.02,4212,1329.0,low,0.0,0.0085
06013333102,0.02,4090,1249.0,low,0.0,0.0092
06013333200,0.02,5961,1807.0,low,0.0,0.0113
06013334001,0.02,3991,1101.0,low,0.0,0.009
06013334006,0.02,4880,1416.0,low,0.0,0.0195
06013337100,0.02,3238,1057.0,low,0.0,0.0067
06013337300,0.02,6147,1982.0,low,0.0,0.0115
06041127000,0.02,4560,1809.0,low,0.0,0.0107
06041126100,0.02,5955,2360.0,low,0.0,0.0184
06097154304,0.02,2181,1764.0,low,0.0,0.0006
06013355109,0.02,7167,1749.0,low,0.0,0.0137
06041116000,0.02,3150,931.0,low,0.0,0.0171
06041115000,0.02,7489,2752.0,low,0.0,0.0219
06041114200,0.02,3164,924.0,low,0.0,0.0066
06041114100,0.02,5245,1563.0,low,0.0,0.0186
06041113000,0.02,3910,1383.0,low,0.0,0.0119
06041112100,0.02,4611,1314.0,low,0.0,0.0205
06013354001,0.02,1958,850.0,low,0.0,0.0034
06013354002,0.02,7200,2965.0,low,0.0,0.0148
06013355107,0.02,5793,1822.0,low,0.0,0.1052
06041110200,0.02,5389,2181.0,low,0.0,0.0108
06013355110,0.02,4434,1073.0,low,0.0,0.008
06013345111,0.02,5990,1024.0,low,0.0,0.0142
06013355111,0.02,6685,1550.0,low,0.0,0.0117
06013355112,0.02,5636,2972.0,low,0.0,0.0002
06013355113,0.02,5000,1587.0,low,0.0,0.0096
06041110100,0.02,6176,1904.0,low,0.0,0.0146
06041109002,0.02,4178,1303.0,low,0.0,0.0098
06013355115,0.02,10242,838.0,low,0.0,0.0167
06013355302,0.02,3464,1269.0,low,0.0,0.0062
06013355306,0.02,5000,1987.0,low,0.0,0.0092
06041117000,0.02,4713,1494.0,low,0.0,0.0125
06041118100,0.02,2338,932.0,low,0.0,0.0042
06041119100,0.02,4796,1729.0,low,0.0,0.022
06041122000,0.02,3669,197.0,low,0.0,0.0093
06013345112,0.02,8830,1399.0,low,0.0,0.0168
06041125000,0.02,4211,1189.0,low,0.0,0.0106
06041124200,0.02,5873,2232.0,low,0.0,0.0194
06041124100,0.02,5590,1935.0,low,0.0,0.0123
06013345113,0.02,4627,1260.0,low,0.0,0.0084
06013345114,0.02,6591,2004.0,low,0.0,0.0125
06013345115,0.02,6309,1738.0,low,0.0,0.0122
06013345116,0.02,2982,730.0,low,0.0,0.0053
06013345203,0.02,6966,2328.0,low,0.0,0.0173
06013346101,0.02,3555,1215.0,low,0.0,0.0237
06013346203,0.02,3966,1407.0,low,0.0,0.0079
06013346204,0.02,7334,2404.0,low,0.0,0.0129
06013348000,0.02,4835,2065.0,low,0.0,0.0098
06013349000,0.02,5151,1562.0,low,0.0,0.014
06013350000,0.02,6224,1821.0,low,0.0,0.0179
06013351101,0.02,2898,604.0,low,0.0,0.0094
06013351103,0.02,2113,369.0,low,0.0,0.006
06013351200,0.02,5953,2188.0,low,0.0,0.0159
06013352101,0.02,3344,900.0,low,0.0,0.0065
06013352102,0.02,5724,1885.0,low,0.0,0.0113
06013352201,0.02,6266,1919.0,low,0.0,0.0126
06013352202,0.02,2559,902.0,low,0.0,0.0082
06013353001,0.02,4256,1517.0,low,0.0,0.0076
06013353002,0.02,4310,1691.0,low,0.0,0.0084
06041123000,0.02,2131,1054.0,low,0.0,0.0041
06097990100,0.02,0,0.0,low,,
06013368001,0.02,5467,1254.0,low,0.0,0.0205
06067001800,0.02,5346,1900.0,low,0.0,0.0166
06067001500,0.02,4946,2102.0,low,0.0,0.0228
06067001400,0.02,2930,639.0,low,0.0,0.0123
06067001300,0.02,3320,690.0,low,0.0,0.0143
06067000800,0.02,1637,105.0,low,0.0,0.0081
06067000700,0.02,2676,62.0,low,0.0,0.0164
06067000600,0.02,1686,214.0,low,0.0,0.0069
06067000400,0.02,3840,1127.0,low,0.0,0.0118
06067000300,0.02,3347,1717.0,low,0.0,0.0068
06067000200,0.02,3889,1991.0,low,0.0,0.0109
06067000100,0.02,3749,1684.0,low,0.0,0.0111
06013382000,0.02,8334,1644.0,low,0.0,0.066
06013376000,0.02,6941,1380.0,low,0.0,0.0417
06013375000,0.02,4869,950.0,low,0.0,0.012
06013383000,0.02,4969,1832.0,low,0.0,0.0108
06013384000,0.02,4180,1775.0,low,0.0,0.008
06013381000,0.02,7261,1712.0,low,0.0,0.0198
06067001900,0.02,3509,900.0,low,0.0,0.0139
06013385200,0.02,1453,595.0,low,0.0,0.0024
06013303202,0.02,9125,2197.0,low,0.0,0.0001
06013303204,0.02,4860,1426.0,low,0.0,0.0035
06013377000,0.02,7725,1355.0,low,0.0,0.0215
06067003102,0.02,3168,1108.0,low,0.0,0.0256
06067003101,0.02,3583,1295.0,low,0.0,0.0059
06067002900,0.02,4617,2385.0,low,0.0,0.02
06067002800,0.02,3317,1247.0,low,0.0,0.0066
06067002700,0.02,3545,1229.0,low,0.0,0.016
06013379000,0.02,7255,1856.0,low,0.0,0.0187
06067002600,0.02,2538,1069.0,low,0.0,0.0058
06067002500,0.02,1935,871.0,low,0.0,0.0035
06067002400,0.02,4627,2295.0,low,0.0,0.0088
06067002300,0.02,3380,1742.0,low,0.0,0.0068
06067002200,0.02,4898,1336.0,low,0.0,0.0116
06067002100,0.02,2773,728.0,low,0.0,0.0108
06067002000,0.02,3882,805.0,low,0.0,0.0163
06013385100,0.02,2886,1201.0,low,0.0,0.0052
06013362000,0.02,2961,1242.0,low,0.0,0.0111
06013386000,0.02,3500,807.0,low,0.0,0.0109
06013391000,0.02,2737,1144.0,low,0.0,0.0052
06013307202,0.02,4355,392.0,low,0.0,0.011
06013305000,0.02,7064,1965.0,low,0.0,0.0237
06013313102,0.02,4581,923.0,low,0.0,0.0095
06013312000,0.02,2974,564.0,low,0.0,0.0062
06013308002,0.02,5289,1521.0,low,0.0,0.0094
06013387000,0.02,2993,922.0,low,0.0,0.0064
06013308001,0.02,7770,2408.0,low,0.0,0.0231
06013307205,0.02,7484,1341.0,low,0.0,0.1442
06013307204,0.02,4526,1256.0,low,0.0,0.0125
06013306002,0.02,3678,1437.0,low,0.0,0.0011
06013306003,0.02,5615,1580.0,low,0.0,0.0113
06013306004,0.02,3667,950.0,low,0.0,0.0068
06013307101,0.02,4554,1235.0,low,0.0,0.0087
06013307102,0.02,5824,1422.0,low,0.0,0.0114
06013392000,0.02,2609,1138.0,low,0.0,0.0045
06013307201,0.02,3794,693.0,low,0.0,0.1163
06013390200,0.02,1860,850.0,low,0.0,0.0034
06013304001,0.02,5748,1737.0,low,0.0,0.0001
06013389200,0.02,1907,338.0,low,0.0,0.0245
06013304002,0.02,1293,1036.0,low,0.0,0.0006
06013389100,0.02,2434,735.0,low,0.0,0.0057
06013304003,0.02,3550,1656.0,low,0.0,0.0069
06013304004,0.02,3621,1699.0,low,0.0,0.0001
06013390100,0.02,2376,1038.0,low,0.0,0.0133
06013388000,0.02,2819,956.0,low,0.0,0.0068
06087100600,0.01,3358,1092.0,low,0.0,0.0001
06099000101,0.01,5672,4382.0,low,0.0,0.004
06099000304,0.01,5126,1524.0,low,0.0,0.0013
06099000102,0.01,3765,2965.0,low,0.0,0.001
06099000201,0.01,6211,2077.0,low,0.0,0.0003
06099000202,0.01,8312,2052.0,low,0.0,0.0001
06087100700,0.01,2275,426.0,low,0.0,0.0013
06087121300,0.01,4210,1093.0,low,0.0,0.0008
